_ID	KIND	TIME	EXPERIMENTER	CHILD
37	12		No? Ok we can wait for this piece too.	
37	12	32760.0	What about this one?	
37	12		Can you use your words and tell me where to put it?	
37	12			Right there.
37	12		Right here like this?	
37	12			No, that's not right.
37	12		No? How do we fix it?	
37	12			I don't know.
37	12		You don't know?	
37	12			It goes right…
37	12		I think you're right, I think this piece goes here, but we have to do something to it to make it fit.	
37	12		What should we try to do?	
37	12			Kitty cat piece has to go here.
37	12		Oh ok so what should I do with this piece then?	
37	12			I don't think we're ready for it yet.
37	12		We're not ready? Are you sure?	
37	12		What about here.	
37	12			Yeah.
37	12		Yeah, that fits. Good job.	
37	12		What made you think that piece could go there.	
37	12			Cause it's not a tight fit.
37	12		It's not a tight fit? Ok.	
37	12			No.
37	12		So what about these two pieces, are we ready for either of these yet?	
37	12			Maybe.
37	12		Maybe? Which one?	
37	12		This one?	
37	12			Yeah.
37	12		Yeah? What do you think we should do with it?	
37	12			Um…
37	12	36300.0	There we go, how'd you know that piece would go there?	
37	12			Cause it's not a tight fit.
37	12		It's not a tight fit. Is there something about that piece that made you think it might go there?	
37	12			Yeah.
37	12		What was it?	
37	12			I don't know.
37	12		You don't know? Ok.	
37	12		What about this piece, can you use your words and tell me what to do with it?	
37	12			Um, it goes right there.
37	12		Right here like this?	
37	12			Yeah, it goes right to there.
37	12		Right to here like this?	
37	12			Yes.
37	12		Oh ok how'd you know I put it in wrong?	
37	12			Because it's not
37	12		How could you tell?	
37	12			It's not wrong.
37	12		It's what?	
37	12			It is right.
37	12		It's right?	
37	12			Because there's there.
37	12		Yeah. Ok what about this piece.	
37	12		Can you use your words and tell me what to do with it?	
37	12			Right there.
37	12		Right here like this?	
37	12			Yes.
37	12			It goes like that.
37	12		Like that? Ok so what should I do to this piece then.	
37	12			Um it goes like up.
37	12		It goes like up like this?	
37	12			Yeah.
37	12		Ok how'd you know it had to do that?	
37	12			It's not a tight squeeze.
37	12		Not a tight squeeze? Ok.	
37	12		So what about this piece, do you have any idea where this one could go yet?	
37	12	39720.0	Right here?	
37	12			It goes right there.
37	12		Oh right there like this?	
37	12			Here. No.
37	12		No? How do we fix it?	
37	12			It goes like this.
37	12		Like what? Can you tell me?	
37	12			Um, like this.
37	12		Oh, like this?	
37	12			Yeah.
37	12		Ok how'd you know it had to go like that.	
37	12			That is because it goes there.
37	12		Because it goes there?	
37	12			Yeah.
37	12		Ok what about this piece.	
37	12			Right there.
37	12		Right here like this?	
37	12			no.
37	12		No? How do we fix it?	
37	12			It goes like this.
37	12		Like what?	
37	12			Um, see how it goes this.
37	12		Oh, like this.	
37	12			Yeah.
37	12		ok, how'd you know it had to go like that.	
37	12		How could you tell?	
37	12			Cause it's not a tight squeeze.
37	12		Not a tight squeeze? Ok.	
37	12		What about our last piece.	
37	12			Right there.
37	12		right here, how'd you know it had to go here?	
37	12			It's not a tight squeeze.
37	12	42840.0	Ok guess what we're all done in here.	
38	12	34560.0	We're gonna do this one a little differently, ok, we're gonna play a game with it	
38	12		Ok well do you have a guess where this first piece could go?	
38	12			I think it goes here.
38	12		I think you're right, how'd you figure that out?	
38	12		How'd you know that?	
38	12			Because I put my thinking cap on.
38	12	38280.0	You put your thinking cap on? Ok.	
38	12		Was there something about that piece that told you it might go there?	
38	12		What was it?	
38	12			The roof.
38	12		The roof?	
38	12			The roof is right here.
38	12		The roof's right there? Ok.	
38	12		And why would the roof go right there?	
38	12			Because it's on top of the house.
38	12		It's on top? Ok.	
38	12		So what about this piece, do you have an idea where this one could go?	
38	12			Uh…
38	12		Right here like this?	
38	12			No, like this.
38	12			Like this.
38	12		Oh, ok. How'd you know those pieces would match?	
38	12			Because it's red right here and red right there.
38	12		Ok and how could you tell I put it in wrong?	
38	12		hmm? I put it in wrong, how could you tell?	
38	12			Because it was like this.
38	12		Ok and why is that wrong?	
38	12	41700.0		Because you couldn't like this upside--put it this way.
38	12		Ok. Good. And what about this piece, where do you think we should try this one.	
38	12			Down here.
38	12		Down here like this?	
38	12			No like this.
38	12		Ok. How'd you fix it?	
38	12			Because it's brown here and brown here and black here.
38	12		Oh ok and what'd you do to make it fit?	
38	12			Turn like this.
38	12		Turn it like that? Ok.	
38	12		What about this piece where do you think we should try this piece?	
38	12			Uh, I think here.
38	12		Think here like this?	
38	12			No. Think like…
38	12			I think.
38	12		Oh, right there? Ok.	
38	12		How could you tell it would go there?	
38	12			Because it's black on its tail.
38	12		Black on its tail? Ok.	
38	12		And what made you guess here first?	
38	12		What made you guess it might go there?	
38	12	45420.0		Because it's red here and it's brown here.
38	12		Ok. And what about this piece, where do you think we should try this one	
38	12			I don't see pink.
38	12		You don't see pink?	
38	12			I think it'll go here.
38	12		Go there? Ok, how'd you know that?	
38	12			Because it's on top.
38	12		It's on top? How can you tell it's on top?	
38	12			Because it's on top of the corn.
38	12		It's on top of the corn? Ok.	
38	12		What about this piece, where should we try this one.	
38	12			Just here.
38	12		Right there? Ok.	
38	12		How'd you know those pieces would match?	
38	12			Because it's brown here and green here.
38	12		And green there? Ok.	
38	12		What about this piece where should we try this one?	
38	12			Uh… here.
38	12		Here like this?	
38	12			No.
38	12		Where should we try it.	
38	12			Uh, here.
38	12		There?	
38	12			I think.
38	12		Does it go there?	
38	12	48960.0		Maybe let's try here.
38	12		There? Ok. How'd you know it'd go there?	
38	12			Because the cow is on the bottom of the grass.
38	12		Ok and what made you think it might go there?	
38	12		What made you try it there first?	
38	12			Because it wasn't the bottom of the grass because there's no grass down here.
38	12		There's no grass there? Ok.	
38	12		What about this piece where should we try this one?	
38	12		Can you use your words and tell me?	
38	12			Here I think.
38	12		You think here like this?	
38	12			No.
38	12		No?	
38	12			This, I think.
38	12		Like that? Does it match there?	
38	12			No.
38	12		No? How could we tell it doesn't match there?	
38	12			Because it's not black here.
38	12		Ok. So do you have another guess where this piece could go?	
38	12		Where do you think it could go?	
38	12			Here.
38	12	52680.0	There? Ok, what made you think it would fit there.	
38	12			Because the cat is here and the cat is right here.
38	12		Oh ok. What about this piece can you tell me what I should do with it?	
38	12			Here.
38	12		Here like this?	
38	12			No.
38	12		No? How do we fix it?	
38	12			Like this.
38	12		Like that?	
38	12			Um, like… maybe this could go…
38	12		Oh, I think that's right. Let's leave that one there.	
38	12		Where do you think this piece should go?	
38	12			Here.
38	12		Goes there?	
38	12			Turn it like this.
38	12		Turn it like that? Hmm.	
38	12		Does it match there?	
38	12			No, the piggy is right here though, maybe it belongs… here.
38	12	56580.0	There we go, what made you try that piece there?	
38	12			Uh, because it's brown here and brown here.
38	12		Ok. And what about this piece can you use your words and tell me what I should do with it?	
38	12			Here.
38	12		I should put it here like this?	
38	12			No, like this.
38	12		Oh, ok what'd you to do fix that piece?	
38	12			Because it's white here and black here.
38	12		Black there, ok and how could you tell I put it in wrong.	
38	12			Because it was like this.
38	12		That, and why's that wrong?	
38	12			Because it's… because it's… upside down.
38	12		It's upside down, ok.	
38	12		Put it like that.	
38	12		Ok and what about	
38	12			We've only got 2 more pieces left.
38	12		Right, we're almost done. What about this piece?	
38	12			Uh, here.
38	12		Here like this?	
38	12			No, like this, I think.
38	12		That, ok, what'd you do to fix it?	
38	12			Because it's white here and white here and blue here.
38	12		Blue there, ok.	
38	12		And what about this piece?	
38	12			Right here.
38	12		Right there? How'd you know that piece had to go there?	
38	12			Because this all of this chicken is this yellow and the cow has black and white.
38	12	61080.0	Ok, good job.	
39	12	39360.0	So this one we're gonna do a little differently, we're gonna play a game with it ok?	
39	12		So this is our first piece can you tell me what I should do with it?	
39	12		Can you use your words and tell me?	
39	12			Right here.
39	12		Right here like this?	
39	12		Ok why do you think it goes there?	
39	12			Because it's supposed to be up.
39	12		It's supposed to be up? Ok.	
39	12		And how could you tell it's supposed to be up?	
39	12			Because this is a farmhouse.
39	12		Oh, ok. And what about this piece, where do you think we should try this one.	
39	12		Can you use your words and tell me?	
39	12			It goes over here.
39	12		It goes here like this?	
39	12			No, like this.
39	12		Oh, like that.	
39	12		Ok how could you tell I put it in wrong?	
39	12	43380.0		Because the horse is supposed to be this way.
39	12		Oh, ok. Oh, why'd you move those pieces?	
39	12			Because there's no more spots.
39	12		There's no more spots for it?	
39	12			There's no more space.
39	12		Yeah? Ok and how could you tell we had to move it here?	
39	12			Because there's no more space in the line.
39	12		Oh, ok. But why didn't you move it this way?	
39	12		Why can't it go right there?	
39	12			Because the horse can't be this way because there's no more space.
39	12		Oh, ok. Got it. So we'll leave it there.	
39	12		So what about this piece can you use your words and tell me what to do with it?	
39	12			It goes over here.
39	12		Goes here? Like that?	
39	12			No, like this.
39	12		That?	
39	12		Oh, it goes there? How'd you know it would go there?	
39	12	47280.0		Because the feet goes right here and the head goes right here.
39	12		Oh ok got it.	
39	12		And what about this piece, what do you think we should do with this one.	
39	12			Right here.
39	12		Right here like this?	
39	12			No. Like… like…
39	12		Oh, it goes there?	
39	12		Ok, how'd you know it would go there?	
39	12			Because the tail goes right here, the head goes right here and the feet go right here and the stomach goes down here and the back goes up here.
39	12		oh, ok and what made you try it here first.	
39	12		What made you guess that it might go there.	
39	12	50400.0		Because the head is supposed to be there.
39	12		Oh ok. And what about this piece, where do you think we should try this one?	
39	12			Um… I…
39	12		Should we make a guess? Where do you think it could go?	
39	12			It can go over here.
39	12		Right here like this?	
39	12			No, like…
39	12		Oh, that?	
39	12			We gotta do the pig first.
39	12		Oh ok so we should wait for this piece? Ok.	
39	12		And what about this piece, where do you think we should try this one.	
39	12		Can you use your words and tell me?	
39	12			It goes over here.
39	12		Goes here like this?	
39	12			No, like…
39	12			Like…
39	12	54000.0	Oh, it goes there? Ok.	
39	12		How could you tell that piece, oh.	
39	12		There you go, how'd you know those pieces had to go like that.	
39	12			Because the corns are over here with the pig.
39	12		Ok. And what about this piece, where do you think we should try this one.	
39	12			Um… over here?
39	12		Right here like this?	
39	12			No, like… over…
39	12			We didn't do that one yet.
39	12		Ok we'll wait for that one too?	
39	12		What made you think it might go here?	
39	12		Was that where we tried it?	
39	12		No, how could we tell tell it doesn't fit?	
39	12			Because the cat's supposed to be here and the duck's supposed to be here.
39	12		Oh ok. What about this piece, where do you think we should try this piece.	
39	12			Um, right there?
39	12	57900.0	Right here like this?	
39	12		Ok.	
39	12		You think those pieces go together?	
39	12		Do you know what we should do with those yet?	
39	12			This doesn't fit on the sheep.
39	12		That doesn't fit on the sheep? Should we wait for this piece too?	
39	12	61260.0	Should we try this piece later too?	
39	12		We can come back to that one.	
39	12		Put it over here?	
39	12			Yes.
39	12		Ok. What about this piece what do you think we should do with this one.	
39	12			Put it right here.
39	12		Put it right here like this?	
39	12			No, like this.
39	12		Oh, ok. How'd you know that piece would go there?	
39	12			Because this go right here and the horse goes over here.
39	12		Ok. Do you know what we should do with that one now?	
39	12		Think it goes there?	
39	12			No.
39	12		No? why not?	
39	12			Because it's not supposed to be there.
39	12		Oh, ok.	
39	12		Ok,  should we try the next one?	
39	12		Or do you know where that one goes now.	
39	12	65220.0	Oh, how'd you know that piece would go there?	
39	12			Because the cat goes right here and the sheep goes right here.
39	12		Ok. What about this piece, do you know what we should do with this one?	
39	12			Yes.
39	12		Can you use your words and tell me what to do?	
39	12			It goes over here.
39	12		Goes here like this?	
39	12			No, like this.
39	12		Ok, how'd you fix it?	
39	12			Because it was white.
39	12		And how'd you know that piece would go there?	
39	12			Because, um, the cow go right here.
39	12		Mm-hmm, but how could you tell the cow would go there?	
39	12			Because, because the horse go right here, the chicken goes right here, and the pig goes right here and the cat goes right here and the sheep goes right here
39	12		Ok, what about this piece?	
39	12			and the horse goes right here.
39	12		Where should we try this one?	
39	12		Ok and what about our last piece?	
39	12	69180.0	Way to go.	
40	12	20580.0	So we're gonna do this one a little differently ok we're gonna play a game with it.	
40	12		This is our first piece, can you tell me what I should do with it?	
40	12		It should go here?	
40	12			Yes.
40	12		Ok, how'd you know it would go there?	
40	12			Because, because it has a side.
40	12		It has a side?	
40	12			Yeah.
40	12		Ok. And what about this piece, what do you think we should do with this one.	
40	12	24060.0	Should go here like this?	
40	12			No!
40	12		No?	
40	12			It goes…
40	12		It goes like that?	
40	12		Oh ok so how could you tell I put it in wrong?	
40	12			So you have to put these together so these sides makes a part of it and this side makes the farm.
40	12		Ok. Got it.	
40	12		What about this piece, where do you think we should try this one.	
40	12			Right here.
40	12		Right here like this?	
40	12			No that's a duck.
40	12		Oh, ok.	
40	12		Ok, how'd you fix it?	
40	12			I turned it around because it, this body was right over here but the ducky has like way over here so I, so a part of it's the ducky.
40	12		Ok. Cool, and what about this piece where do you think this one should go.	
40	12			Right here.
40	12		Right here like this?	
40	12			No, this is the kitten.
40	12		Oh, ok. How could you tell I put it in wrong?	
40	12			It's the kitten when it has a part and then it has this side to do it this way.
40	12	27960.0	Oh, ok. And what'd you do to fix it?	
40	12		How'd you make it fit?	
40	12			You had to, you had to make, you had to find a picture so then you put it right.
40	12		Ok. And what about this piece, where do you think we should try this one.	
40	12			Aww, piggy.
40	12		Where do you think the piggy goes.	
40	12			Right here.
40	12		Right here like this?	
40	12			No.
40	12		No? how do we fix it?	
40	12			See, it has a part of it.
40	12		Oh, so what do we do.	
40	12			Turn it around.
40	12		Ok. And how could you tell we had to turn it around.	
40	12			It's because this side has nothing.
40	12		Ok, got it.	
40	12		And what about this piece, what should we do with that one.	
40	12		Ok, how'd you know those pieces would match?	
40	12			Because this, this is a horsey head and this was a piggy head.
40	12		Ok. And what about this piece, can you use your words and tell me where I should put it?	
40	12			Right down here.
40	12		Right down here like this?	
40	12			No!
40	12	31680.0	No? how do we fix it?	
40	12			You have to turn it around.
40	12		Turn it around like this?	
40	12			no.
40	12		What should I do now?	
40	12			Turn it around again.
40	12		Again, like this?	
40	12			No.
40	12		No?	
40	12			Turn it around again.
40	12		Again, like this?	
40	12			Yes.
40	12		Ok, how'd you know it had to go like that?	
40	12			Because this is a sides.
40	12		It's a sides? Ok.	
40	12		And how could you tell that it's the sides?	
40	12			Because I know where they go fit.
40	12		Ok, and what about this piece, where should we try this one.	
40	12			Um, I don't know.
40	12		You don't know?	
40	12			Yeah.
40	12		Do you have a guess where it could go?	
40	12			I don't know because there's, there's no pieces.
40	12		No?	
40	12			With this…
40	12		oops.	
40	12			no I know. I guess it goes here.
40	12		Oh, you think it goes there?	
40	12		Why'd you think it might go there?	
40	12			Because it's a sheep.
40	12	35100.0	It's a sheep? Ok.	
40	12			Yeah.
40	12		And why'd the sheep have to go there.	
40	12			Because it knows where it's going.
40	12		Ok, and what about this piece, where should we try this one.	
40	12			A piggy head.
40	12		Where should that go.	
40	12		Ok, how'd you know those pieces would match?	
40	12			Because it has like a cow head and a piggy head and a horse's head.
40	12		Ok. And what about this piece, where do you think we should try this one.	
40	12		Can you use your words and tell me?	
40	12			Right here.
40	12		Right here like this?	
40	12			No.
40	12		No? how do we fix it?	
40	12			Turn it around.
40	12		Turn it around like this?	
40	12			Yes.
40	12		Oh ok, how'd you know we had to do that?	
40	12			Because there's a chicken head in it and this head and this head and this head.
40	12		Ok and what about this piece, can you use your words and tell me what to do with it?	
40	12			Right here.
40	12		Right here like this?	
40	12			No.
40	12		No? How do I fix it?	
40	12			Turn it around.
40	12		Turn it around like this?	
40	12			No.
40	12		No? what should I do	
40	12			Turn it around again.
40	12	38640.0	Again?	
40	12		How'd you know we had to turn it around.	
40	12			That's because it goes here.
40	12		Ok. And our last piece. Where's that one go.	
40	12		Goes…	
40	12			Right here.
40	12		There? There we go.	
40	12		How'd you know that piece had to go there.	
40	12			Because that's why it goes there.
40	12	39900.0	Ok, good job.	
41	12	35940.0	Ok so we're gonna play a game with this puzzle.	
41	12	39480.0	Ok? So you ready to start?	
41	12		Ok so this is our first piece, can you tell me where I should put it?	
41	12			Um, a barn.
41	12		So where do you think it should go?	
41	12			buh, buh, B!
41	12		Yeah? Where do you think we should try this piece?	
41	12			You should be um you should be um like the other one puzzle.
41	12		Yeah? Ok but we're not gonna look at that one we're gonna try to do it without looking ok?	
41	12		Do you have a guess where that one should go?	
41	12			I think it should be right here.
41	12		Right there? Ok. Why do you think it should go right there?	
41	12			Because the barn is with the grass and the animals don't want to get, don't want to run.
41	12		Ok.	
41	12			They want, they don't
41	12		What about this piece, where do you think we should try this one.	
41	12	43020.0		It should be with the other body with the pony and the animals.
41	12		Ok so where do you think it should go in this puzzle.	
41	12			It should go um, it should go right here.
41	12		Right here like this?	
41	12			Yeah.
41	12		Ok why do you think it goes there?	
41	12			The face.
41	12		mmhmm.	
41	12			And the hair.
41	12		Ok.	
41	12			And the barn is right there
41	12		Oh, ok.	
41	12			I didn't know the horse or body supposed to be right here or here.
41	12		Ok. And what about this piece where do you think we should try this one.	
41	12			That's, I like that duck because that, that's a baby duck.
41	12		Yeah? So where do you think this baby duck should go.	
41	12			It should go with the water.
41	12		Ok, do you have a guess where it should go in the water?	
41	12			I don't know where's the water.
41	12		You don't know yet?	
41	12		Should we wait, we'll save it for later?	
41	12			Yeah, we can wait.
41	12		Ok.	
41	12	46500.0		Yeah we can wait, if you see the water we can put in it.
41	12		In the water? Ok.	
41	12		What about this piece where do you think this one should go.	
41	12			Um, it should go, mm…
41	12			Because I see the pony's tail.
41	12		mmhmm.	
41	12			So where we put, I don't know where we put the pony's tail.
41	12		Think it goes there?	
41	12			I think it goes here.
41	12		Think it goes there?	
41	12			We gotta wait for this one.
41	12		We gotta wait for that one too?	
41	12		Well what about if we do this.	
41	12			What if you do that?
41	12		Yeah.	
41	12		Where do you think this piece should go.	
41	12			It should go, hmm, it should go right here.
41	12		Right there? You think it goes there?	
41	12			It should go somewhere.
41	12			It should go right here.
41	12		Right there? Does that look like it matches there?	
41	12			Um, the pony's, um, the pony's um
41	12	50640.0		This don't go there, this don't go there.
41	12			Gotta wait for this one.
41	12		We gotta wait for that one too?	
41	12		Well what if we do this.	
41	12			Oh.
41	12		Does that look like it matches?	
41	12		Ok now do you have a guess where we could put this one?	
41	12		Can you use your words and tell me where to put it?	
41	12			I think we should put it right here.
41	12		How'd you know that piece would go there?	
41	12			Uh-huh.
41	12		How'd you figure that out?	
41	12			I tried.
41	12		You tried it?	
41	12			Yeah and there's the animals and the duck
41	12		The duck?	
41	12			The duck is right here.
41	12		Ok. What about this piece, can you use your words and tell me where we should try it?	
41	12			mmhmm.
41	12		Where do you think it should go.	
41	12			It should go right here.
41	12		Right here like this?	
41	12			It should go right…
41	12		There?	
41	12			It should go um… right umm…
41	12			I don't know where this go.
41	12	54060.0	You don't know?	
41	12		Should we save it for later?	
41	12			Yeah.
41	12		Ok we'll save it.	
41	12			We can wait to that later.
41	12		What about this piece?	
41	12			It's supposed to go right here.
41	12		So go here like this?	
41	12			No.
41	12		No? How could we tell that's wrong?	
41	12			That's wrong.
41	12			Oh, I know.
41	12		Oh, how'd you know that piece would go there?	
41	12			A sun out and the face go right here.
41	12		The face goes right here? Ok.	
41	12			And there's the sunshine.
41	12		The sunshine, yeah.	
41	12		So what about this piece, do we have a guess where this one could go yet?	
41	12			Mm.
41	12		Where do you think.	
41	12			I want to try.
41	12		You wanna try it? Where are we gonna try it.	
41	12			I try this
41	12		Does it go right there?	
41	12			It don't go right there.
41	12		How could we tell it doesn't go there?	
41	12			Yeah.
41	12		How could we tell that's wrong?	
41	12			Yeah.
41	12			I see the pieces, but
41	12		But they don't fit?	
41	12			I think we got I think we can't move these puzzles because this is in the way.
41	12		Ok.	
41	12	57720.0		But we don't have to move these puzzles we gotta wait for this one.
41	12		Wait for that piece? Ok.	
41	12		What about this piece you have a guess where this one should go?	
41	12		Where, where do you think it should go.	
41	12			This should go right here.
41	12		Right there?	
41	12			Or right here.
41	12			Or right… here.
41	12		Does it go there?	
41	12			Yeah. This one don't go right there.
41	12		It doesn't go there?	
41	12		How could we tell it doesn't go there?	
41	12			Well some pieces go right here because you like the pieces together
41	12		What about this piece where do you think we should try this one.	
41	12			We should try this one um we should
41	12		Right there?	
41	12			Um, I think it go right here.
41	12	61200.0	Goes there?	
41	12			Yeah, no.
41	12			It don't go right there.
41	12			I think it's… I think this don't go right here.
41	12		Ok we should save it?	
41	12			Some of these go right here
41	12		Yeah? Well what if we try this piece here?	
41	12		Does that work? Yeah.	
41	12		What about this piece, can you use your words and tell me where we should try it?	
41	12			It go with the cow.
41	12		Goes with the cow? So do you have a guess where it would go on the puzzle?	
41	12			Oh, I know.
41	12		Where.	
41	12			It go right here.
41	12		Oh, it goes there, how'd you know that piece would go there?	
41	12			I know it.
41	12		But how'd you know?	
41	12			I just try this one right there.
41	12		Yeah, ok.	
41	12		And I have an idea where this piece could go I think it goes there.	
41	12			Yeah
41	12		Does that look right?	
41	12			I think.
41	12			Where's this one?
41	12		So what about this piece, do you have an idea where this one should go?	
41	12			We gotta wait for this turn.
41	12		Ok. What about this piece?	
41	12	64680.0		I think it go right here.
41	12		Does it go here like this?	
41	12			No.
41	12			I think I try…
41	12			What's that noise?
41	12		That's the radiator I think.	
41	12		Over there.	
41	12		It's for the heat.	
41	12			The heat coming out.
41	12		Yeah.	
41	12		Ok so do you have another guess where that piece could go.	
41	12			I think it go right here but
41	12		You think it goes there?	
41	12			No.
41	12		No?	
41	12			It got two points on them.
41	12		Two points on it?	
41	12		So where do you think it should go?	
41	12			It should go, um, we gotta wait for this turn.
41	12		Wait for it too?	
41	12			It's supposed to be with the pig.
41	12	67980.0	Supposed to be with the pig?	
41	12			But I don't know where this go.
41	12		You don't know?	
41	12			Not go right here.
41	12		Why do you think it goes with the pig?	
41	12			Because I see the pig's whole body.
41	12		Oh, there we go.	
41	12		Good job, how'd you know that piece had to go like that.	
41	12			Because I saw his legs.
41	12		You saw his legs, ok.	
41	12		What about this piece, do you have a guess for this one yet?	
41	12			This one…
41	12		There you go.	
41	12		How'd you know that piece would go there?	
41	12			I see the cow whole body because
41	12		The cow's whole body?	
41	12			Go right…
41	12		What about this piece?	
41	12		Where should we put that one.	
41	12			Goes… hmm…
41	12			What, I don't know where this go.
41	12		I think it might go there.	
41	12			Think it go right…
41	12		Does it go right here?	
41	12			Think so.
41	12		Let's see what could we do to that piece to make it fit there.	
41	12			Yeah.
41	12			It got two points on there.
41	12		Two points on there too?	
41	12		Well what if we put those points like this.	
41	12		Will it fit like that?	
41	12			Yeah.
41	12		There we go.	
41	12		And what about our last piece.	
41	12	72840.0	There we go, good job.	
42	12	27720.0	We're gonna play a game with my friend puzzle, ok.	
42	12	31500.0	I'm only gonna do what you tell me so be sure to tell me, use your words ok?	
42	12		What do you-what should I do with this one?	
42	12			Mm, put it up in the sky.
42	12		Up in the sky? Like here?	
42	12		Yeah?	
42	12		Scoot it over, ok.	
42	12		What about this one? Where should I put it?	
42	12		Can you tell me with words?	
42	12			Right here the barn goes barn.
42	12		Ok.	
42	12			Yeah.
42	12		Now where should this one go.	
42	12			Oh that's where the horsey goes.
42	12		So where should I put it?	
42	12			I think by the horsey.
42	12		Where by the horsey?	
42	12			Look at that. Right there.
42	12		You want me to try right there?	
42	12		Like that?	
42	12			Yeah.
42	12		Ok. How about this, where should this go?	
42	12			I think… the horsey goes there… ##
42	12			Wait a second back there?
42	12		Try it back there?	
42	12			Yeah.
42	12			Ah, there.
42	12	35220.0	Like that?	
42	12			Yes that's it.
42	12		Where does this one go?	
42	12			That's so… I see the piggy. Where's the pig?
42	12			Where is that piggy?
42	12			Oh, wait a second.
42	12		Where should I put this piece?	
42	12		See it?	
42	12			Yeah.
42	12		Where do you think I should try it?	
42	12		I can try it anywhere, where do you want me to try it?	
42	12			I'm thinking here.
42	12		Here?	
42	12			Here.
42	12		Like that?	
42	12			No.
42	12		No? How?	
42	12		Tell me with your words, remember I'm working with the puzzle and you're telling me.	
42	12		Try it here?	
42	12			Turn.
42	12	38580.0	Turn? Ok like this?	
42	12			The other way.
42	12		Like this?	
42	12			No.
42	12		No, hmm.	
42	12		Do you have another idea?	
42	12			Yeah.
42	12		Where's your other idea where I can put the piggy?	
42	12		It didn't fit there, remember?	
42	12			Yeah I remember.
42	12		Do you want me to try to just put it there for now?	
42	12		We can fix it later, ok?	
42	12		How about this, where should this go?	
42	12			Oh, wait a pig?
42	12			Oh, look at that pig.
42	12			Do you think it should go by the pig?
42	12		By the pig?	
42	12			I don't know.
42	12		Like that?	
42	12			No.
42	12			Wait a second.
42	12		What?	
42	12			That's a part of a horsey.
42	12		Ok so where should I put it then?	
42	12			I think there.
42	12	42180.0	You think here?	
42	12			Yeah right there.
42	12		There we go.	
42	12			There we go.
42	12		Ok where should this one go then.	
42	12			I think right the pig there?
42	12		Right there?	
42	12			Yeah.
42	12		Ok. Now. What about this one, where do you think this one goes.	
42	12			Oh, down here.
42	12		Down here?	
42	12			Yeah.
42	12		Like that?	
42	12			Yeah.
42	12		Ok. Then what about this one?	
42	12			Oh, that goes down there.
42	12		Ok. How did you know it went there?	
42	12			Because it was there.
42	12		Because it was there, ok.	
42	12		What about this one, where should this one go?	
42	12			Oh, by the cow.
42	12		By the cow? Where by the cow?	
42	12			Up there?
42	12		Here?	
42	12			No.
42	12		Ok, where do you think I should put it.	
42	12			Right, uh, like right there.
42	12		Like right here?	
42	12	45780.0		We can fix it later.
42	12		Fix it later? Ok.	
42	12		Where do you think this guy goes.	
42	12			Oh, that's something like where that cow goes.
42	12		Oh, really?	
42	12			Yeah.
42	12		Ok.	
42	12			Where should it go?
42	12			Right there?
42	12		Right here?	
42	12			Yeah.
42	12		Like that?	
42	12			Oh.
42	12			Wait a second.
42	12		What do you think?	
42	12			It could go up there.
42	12		It could go here?	
42	12			Yeah.
42	12		Like this?	
42	12			Oh, yeah.
42	12		Like this one?	
42	12			Yeah.
42	12			Where does the pig go on there.
42	12		Where's the pig, hm. Do you think it goes like this?	
42	12			Uh, no.
42	12		No, what do you think I should do with it.	
42	12			Turn it around.
42	12		Turn it around? Like this?	
42	12			Yeah.
42	12		Oh, wow ok.	
42	12		Then let's try to fix this one, where does this one go now.	
42	12			I think right there.
42	12	49380.0	Right there?	
42	12		Oh, nice.	
42	12		Ok, and what about this guy, where does he go.	
42	12			Oh, I think there.
42	12		Like this?	
42	12			Turn it a little bit?
42	12		Like this?	
42	12			No.
42	12		Like that?	
42	12			No.
42	12		No, keep turning?	
42	12			Yeah.
42	12		How about this?	
42	12			no.
42	12		No. That?	
42	12			Well, kind of get it lower?
42	12		Lower? Ok.	
42	12			Yeah.
42	12		Oh, ok. And where, what should I do with this guy.	
42	12			Hmm, put it by the ducklings.
42	12		Right there?	
42	12			No, there yeah.
42	12	52440.0	Oh, we did it.	
44	12	34560.0	this is our first piece can you tell me what I should do with it? Where should we put it? Put it right here like this?	
44	12			uh-huh
44	12		how did you know it had to go there? 	
44	12			###
44	12		because how? How did you figure it out? You knew right where to put that one how did you know?	
44	12			###
44	12		because how? Was there something about that piece that told you it had to go there? What was it? What was it about that piece? Hmm?	
44	12	37080.0	ok, what about this piece where should we try this one? Can you use your words and tell me? Where should we put?	
44	12		like this? No? how do we fix it? What should we do? Can you use your words? What were you just doing with your fingers?	
44	12			there
44	12		hmm? Here? Ok, what should we do with this part? Oh it should go there like this? How could you tell I put it in wrong? I put it in wrong how could you tell? Hmm? How could you tell we had to fix that piece	
44	12			*noises*
44	12		hmm? You figured it out pretty fast how did you figure it out?	
44	12	40440.0	what about this piece? How did you know where to put that one? Hmm? What's that? What were your just pointing to? How could you tell this piece was a match? How could you tell? 	
44	12			they go together
44	12		they go together? How did you know they go together? Do you know?	
44	12	42600.0	Ok, what about this piece? Can you use your words and tell me where to try it?	
44	12			umm
44	12		right here? like that? no? hmm, how else could we try it? Well, should we try it somewhere else? Where should we try it? Here? No? how can you tell it doesn't fit? 	
44	12			because
44	12		oh? What's that? Why is that wrong? 	
44	12			because
44	12		you're right it shouldn't go there because of that, what is that?	
44	12			horse
